SA1_7DIGITCODE_2016,State,div_nm,Formal_votes,ALP_TPP,ALP_TPP_pc,ALP_TPP_swing,LNP_TPP,LNP_TPP_pc,LNP_TPP_swing
1151118,NSW,Fowler,231.8,171.8,74.1,-1.46,60.04,25.9,1.46
1151119,NSW,Fowler,174.6,128.1,73.38,-1.43,46.48,26.62,1.43
1151120,NSW,Fowler,204.8,145.5,71.04,-1.96,59.3,28.96,1.96
1151121,NSW,Fowler,181.8,130.5,71.77,-1.88,51.34,28.23,1.88
1151122,NSW,Fowler,272.4,196.6,72.15,-2.26,75.88,27.85,2.26
1151123,NSW,Fowler,124.3,90.14,72.54,-2.27,34.12,27.46,2.27
1151124,NSW,Fowler,131.7,94.92,72.07,-2.7,36.79,27.93,2.7
1151125,NSW,Fowler,163.3,120.1,73.53,-1.23,43.22,26.47,1.23
1151126,NSW,Fowler,162,119.3,73.65,-1.4,42.68,26.35,1.4
1151127,NSW,Fowler,211.8,157.7,74.43,-1.25,54.16,25.57,1.25
1151128,NSW,Fowler,226.1,164,72.55,-0.29,62.07,27.45,0.29
1151129,NSW,Fowler,160,118.8,74.23,-2.04,41.24,25.77,2.04
1151130,NSW,Fowler,243.2,179.6,73.83,-1.54,63.64,26.17,1.54
1151131,NSW,Fowler,65.37,48.11,73.6,-2.17,17.25,26.4,2.17
1151132,NSW,Fowler,169,121.2,71.71,-2.66,47.81,28.29,2.66
1151133,NSW,Fowler,109,78.35,71.88,-1.31,30.65,28.12,1.31
1151134,NSW,Fowler,299.3,215,71.83,-1.83,84.31,28.17,1.83
1151135,NSW,Fowler,214.6,154.7,72.08,-2.5,59.91,27.92,2.5
1151136,NSW,Fowler,373.1,267.4,71.67,-2.03,105.7,28.33,2.03
1151137,NSW,Fowler,328.1,217,66.14,-3.04,111.1,33.86,3.04
1151138,NSW,Fowler,256.9,167.8,65.33,-3.14,89.06,34.67,3.14
1151139,NSW,Fowler,294,192.9,65.59,-2.87,101.2,34.41,2.87
1151140,NSW,Fowler,145.5,103.3,71,-1.46,42.2,29,1.46
1151141,NSW,Fowler,396.7,293.4,73.98,-0.12,103.2,26.02,0.12
1151142,NSW,Fowler,99.91,72.66,72.72,-2.75,27.25,27.28,2.75
1151143,NSW,Fowler,313.7,206.3,65.75,-3,107.4,34.25,3
1151144,NSW,Fowler,254.8,166.7,65.42,-2.99,88.09,34.58,2.99
1151145,NSW,Fowler,138,101,73.2,-0.95,36.99,26.8,0.95
1151146,NSW,Fowler,180.3,132.7,73.61,-1.22,47.58,26.39,1.22
1151147,NSW,Fowler,179.7,133.1,74.08,-1.13,46.56,25.92,1.13
1151148,NSW,Fowler,217.6,161.5,74.21,-0.55,56.14,25.79,0.55
1151149,NSW,Fowler,265.5,192.2,72.38,-0.53,73.34,27.62,0.53
1151150,NSW,Fowler,351.6,260.2,74,0.33,91.44,26,-0.33
1151151,NSW,Fowler,145.2,105.5,72.64,0.1,39.73,27.36,-0.1
1151152,NSW,Fowler,232.7,173.5,74.57,0.13,59.17,25.43,-0.13
1151153,NSW,Fowler,150.3,111.4,74.11,-0.18,38.91,25.89,0.18
1151154,NSW,Fowler,327.3,242,73.96,-0.04,85.21,26.04,0.04
1151155,NSW,Fowler,280.1,203.4,72.61,-0.96,76.73,27.39,0.96
1151156,NSW,Fowler,154.4,110.9,71.86,-1.38,43.44,28.14,1.38
1151201,NSW,Fowler,131.2,85.3,65.04,-5.62,45.86,34.96,5.62
1151202,NSW,Fowler,211.9,149.4,70.53,-2.21,62.43,29.47,2.21
1151203,NSW,Fowler,156.1,101.5,65.02,-5.39,54.59,34.98,5.39
1151204,NSW,Fowler,331.9,214.7,64.69,-5.64,117.2,35.31,5.64
1151205,NSW,Fowler,216.5,136.1,62.87,-6.63,80.37,37.13,6.63
1151206,NSW,Fowler,259,169.8,65.57,-4.96,89.17,34.43,4.96
1151207,NSW,Fowler,161.5,105.8,65.52,-5.43,55.69,34.48,5.43
1151208,NSW,Fowler,118.9,77.09,64.81,-5.76,41.86,35.19,5.76
1151209,NSW,Fowler,208,134.9,64.86,-5.75,73.09,35.14,5.75
1151210,NSW,Fowler,230.7,149.6,64.85,-5.86,81.08,35.15,5.86
1151211,NSW,Fowler,353.6,256,72.42,-1.14,97.53,27.58,1.14
1151212,NSW,Fowler,252.7,161.1,63.75,-5.69,91.63,36.25,5.69
1151217,NSW,Fowler,215,136.2,63.37,-6.36,78.75,36.63,6.36
1151218,NSW,Fowler,314.8,205.3,65.23,-5.43,109.4,34.77,5.43
1151219,NSW,Fowler,197.1,124.6,63.19,-6.48,72.55,36.81,6.48
1151220,NSW,Fowler,367.5,234.3,63.76,-6.25,133.2,36.24,6.25
1151221,NSW,Fowler,284,183.4,64.57,-5.22,100.6,35.43,5.22
1151222,NSW,Fowler,241.2,151.9,62.99,-6.51,89.29,37.01,6.51
1151223,NSW,Fowler,297.1,189.5,63.79,-5.86,107.6,36.21,5.86
1151224,NSW,Fowler,192.4,134.4,69.86,-2.44,57.99,30.14,2.44
1151225,NSW,Fowler,210.4,150.1,71.34,-1.95,60.3,28.66,1.95
1151226,NSW,Fowler,245.5,172.2,70.14,-2.54,73.31,29.86,2.54
1151227,NSW,Fowler,231.1,162.1,70.12,-2.28,69.07,29.88,2.28
1151228,NSW,Fowler,259.7,185.4,71.36,-1.8,74.39,28.64,1.8
1151229,NSW,Fowler,322,225.8,70.14,-1.77,96.14,29.86,1.77
1151230,NSW,Fowler,305.3,214.1,70.15,-2.17,91.13,29.85,2.17
1151231,NSW,Fowler,280,195.9,69.98,-2.24,84.04,30.02,2.24
1151232,NSW,Fowler,309.3,217.4,70.28,-2.53,91.94,29.72,2.53
1151233,NSW,Fowler,225.7,161.3,71.44,-1.54,64.46,28.56,1.54
1151234,NSW,Fowler,242.4,176.9,72.98,-1.31,65.49,27.02,1.31
1151235,NSW,Fowler,287.5,205.4,71.43,-1.82,82.16,28.57,1.82
1151236,NSW,Fowler,195.1,135.8,69.6,-1.99,59.3,30.4,1.99
1151237,NSW,Fowler,224.3,144.7,64.5,-5.91,79.63,35.5,5.91
1151301,NSW,Fowler,196,145.2,74.07,-2.15,50.81,25.93,2.15
1151302,NSW,Fowler,145.3,103.3,71.11,-2.99,41.98,28.89,2.99
1151303,NSW,Fowler,110.4,78.18,70.81,-2.9,32.23,29.19,2.9
1151304,NSW,Fowler,230.4,166,72.02,-1.66,64.46,27.98,1.66
1151305,NSW,Fowler,129.8,94.18,72.57,-1.67,35.61,27.43,1.67
1151306,NSW,Fowler,270.1,196.3,72.69,-2.17,73.76,27.31,2.17
1151307,NSW,Fowler,237.7,171.8,72.29,-1.77,65.85,27.71,1.77
1151308,NSW,Fowler,372.3,266.4,71.57,-2.25,105.8,28.43,2.25
1151309,NSW,Fowler,253.3,180.4,71.24,-2.54,72.85,28.76,2.54
1151310,NSW,Fowler,241.4,164.5,68.16,-2.86,76.87,31.84,2.86
1151311,NSW,Fowler,282,201.3,71.4,-1.85,80.64,28.6,1.85
1151312,NSW,Fowler,170.2,123,72.28,-1.92,47.17,27.72,1.92
1151313,NSW,Fowler,244.8,172,70.25,-2.89,72.82,29.75,2.89
1151314,NSW,Fowler,284.8,200.2,70.31,-2.21,84.54,29.69,2.21
1151315,NSW,Fowler,234.2,169.4,72.34,-3.56,64.77,27.66,3.56
1151316,NSW,Fowler,207.8,150.5,72.44,-2.55,57.27,27.56,2.55
1151317,NSW,Fowler,128.2,90.6,70.65,-3.91,37.64,29.35,3.91
1151318,NSW,Fowler,268.7,179.6,66.83,-4.05,89.13,33.17,4.05
1151319,NSW,Fowler,246.4,175.8,71.34,-1.75,70.63,28.66,1.75
1151320,NSW,Fowler,291.3,205.9,70.7,-2.49,85.34,29.3,2.49
1151321,NSW,Fowler,160.7,110.2,68.53,-3.43,50.58,31.47,3.43
1151322,NSW,Fowler,245.2,178.4,72.76,-2.9,66.78,27.24,2.9
1151323,NSW,Fowler,206.3,149,72.21,-2.55,57.33,27.79,2.55
1151324,NSW,Fowler,198.9,144.7,72.76,-2.67,54.18,27.24,2.67
1151326,NSW,Fowler,304.2,200.9,66.05,-3.83,103.3,33.95,3.83
1151327,NSW,Fowler,132.4,94.03,71.04,-0.83,38.33,28.96,0.83
1151328,NSW,Fowler,168.3,121.8,72.4,-1.97,46.43,27.6,1.97
1151330,NSW,Fowler,163.3,118.7,72.71,-3.28,44.57,27.29,3.28
1151332,NSW,Fowler,256.4,185.9,72.51,-2.45,70.5,27.49,2.45
1151333,NSW,Fowler,191.9,136.7,71.24,-2.32,55.18,28.76,2.32
1151334,NSW,Fowler,205.4,145.2,70.69,-2.61,60.21,29.31,2.61
1151335,NSW,Fowler,379.8,272.7,71.8,-2.63,107.1,28.2,2.63
1151336,NSW,Fowler,275.6,198.2,71.92,-2.69,77.38,28.08,2.69
1151337,NSW,Fowler,320.4,228.1,71.18,-2.71,92.36,28.82,2.71
1151338,NSW,Fowler,285.8,203.8,71.3,-3.28,82.03,28.7,3.28
1151339,NSW,Fowler,292.4,212.2,72.57,-1.81,80.22,27.43,1.81
1151340,NSW,Fowler,171.8,123.3,71.73,-2.18,48.58,28.27,2.18
1151341,NSW,Fowler,192.7,140.4,72.84,-2.16,52.34,27.16,2.16
1151342,NSW,Fowler,502,362,72.12,-1.68,140,27.88,1.68
1151343,NSW,Fowler,276,196.8,71.31,-1.92,79.17,28.69,1.92
1151344,NSW,Fowler,264.4,193,72.99,-1.61,71.42,27.01,1.61
1151345,NSW,Fowler,172.6,125.3,72.62,-1.64,47.27,27.38,1.64
1151401,NSW,Fowler,138.5,77.16,55.7,-8.85,61.37,44.3,8.85
1151402,NSW,Fowler,258.1,144.5,55.98,-8.88,113.6,44.02,8.88
1151403,NSW,Fowler,281.1,157,55.86,-5.23,124.1,44.14,5.23
1151404,NSW,Fowler,141.1,78.24,55.44,-5.96,62.89,44.56,5.96
1151405,NSW,Fowler,290.3,162.6,55.99,-5.56,127.8,44.01,5.56
1151406,NSW,Fowler,276.1,158.1,57.29,-4.81,117.9,42.71,4.81
1151407,NSW,Fowler,426.9,236.8,55.48,-5.71,190.1,44.52,5.71
1151408,NSW,Fowler,276.2,153.2,55.45,-7.1,123.1,44.55,7.1
1151409,NSW,Fowler,170.5,95.97,56.29,-8.7,74.54,43.71,8.7
1151410,NSW,Fowler,298.6,168.6,56.47,-8.6,130,43.53,8.6
1151411,NSW,Fowler,156,96.08,61.6,-4.71,59.91,38.4,4.71
1151412,NSW,Fowler,316.8,187.9,59.3,-5.07,128.9,40.7,5.07
1151413,NSW,Fowler,281.6,162.1,57.58,-7.93,119.4,42.42,7.93
1151414,NSW,Fowler,298.7,172.2,57.65,-8.01,126.5,42.35,8.01
1151415,NSW,Fowler,247.6,137.7,55.6,-9.27,109.9,44.4,9.27
1151416,NSW,Fowler,267,152.9,57.27,-8.02,114.1,42.73,8.02
1151417,NSW,Fowler,369,203.4,55.13,-5.37,165.5,44.87,5.37
1151418,NSW,Fowler,305.5,166.8,54.6,-5.36,138.7,45.4,5.36
1151419,NSW,Fowler,225.1,124,55.09,-6.56,101.1,44.91,6.56
1151420,NSW,Fowler,218.1,117.3,53.76,-5.42,100.9,46.24,5.42
1151421,NSW,Fowler,257.1,138.4,53.86,-6.1,118.6,46.14,6.1
1151422,NSW,Fowler,229.6,128.6,56.03,-5.32,101,43.97,5.32
1151618,NSW,Fowler,267.9,177.2,66.14,-3.01,90.72,33.86,3.01
1151620,NSW,Fowler,255,167.1,65.52,-2.61,87.92,34.48,2.61
1151621,NSW,Fowler,317.4,210.9,66.45,-2.29,106.5,33.55,2.29
1151701,NSW,Fowler,187.1,114.9,61.4,-6.24,72.24,38.6,6.24
1151702,NSW,Fowler,223.8,141.4,63.19,-4.85,82.37,36.81,4.85
1151703,NSW,Fowler,152.8,95.67,62.62,-4.81,57.11,37.38,4.81
1151704,NSW,Fowler,334.8,206.2,61.58,-6.07,128.6,38.42,6.07
1151705,NSW,Fowler,291.6,181,62.07,-4.97,110.6,37.93,4.97
1151706,NSW,Fowler,197.8,128.1,64.79,-4.23,69.65,35.21,4.23
1151707,NSW,Fowler,176.4,112.3,63.66,-5.08,64.12,36.34,5.08
1151708,NSW,Fowler,213.7,132.8,62.15,-5.39,80.91,37.85,5.39
1151709,NSW,Fowler,299.9,189.6,63.21,-5.03,110.3,36.79,5.03
1151710,NSW,Fowler,281.2,175.1,62.28,-5.79,106.1,37.72,5.79
1151711,NSW,Fowler,278.8,173.5,62.23,-5.95,105.3,37.77,5.95
1151712,NSW,Fowler,420.1,247.8,59,-7.14,172.3,41,7.14
1151713,NSW,Fowler,197.8,107,54.09,-7.35,90.78,45.91,7.35
1151714,NSW,Fowler,201.5,107.2,53.21,-8.54,94.27,46.79,8.54
1151715,NSW,Fowler,252.4,137.1,54.3,-9.61,115.3,45.7,9.61
1151717,NSW,Fowler,292.6,183.3,62.65,-6.12,109.3,37.35,6.12
1151718,NSW,Fowler,194.4,121.6,62.57,-5.06,72.78,37.43,5.06
1151719,NSW,Fowler,183,116.5,63.66,-4.2,66.52,36.34,4.2
1151721,NSW,Fowler,146.5,80.02,54.62,-7.29,66.48,45.38,7.29
1152001,NSW,Fowler,265.6,170.6,64.22,-4.46,95.03,35.78,4.46
1152002,NSW,Fowler,258.5,161.6,62.5,-6.14,96.94,37.5,6.14
1152003,NSW,Fowler,223.5,142.9,63.93,-4.51,80.62,36.07,4.51
1152004,NSW,Fowler,295.7,189.8,64.19,-4.59,105.9,35.81,4.59
1152005,NSW,Fowler,167,105.8,63.36,-5.2,61.19,36.64,5.2
1152006,NSW,Fowler,175.7,110.8,63.08,-5.65,64.88,36.92,5.65
1152007,NSW,Fowler,154.2,106.6,69.12,-2.73,47.61,30.88,2.73
1152008,NSW,Fowler,226,150,66.37,-3.66,76.03,33.63,3.66
1152009,NSW,Fowler,283.5,185.8,65.54,-3.86,97.69,34.46,3.86
1152010,NSW,Fowler,278.2,184.7,66.39,-3.4,93.49,33.61,3.4
1152011,NSW,Fowler,285.6,188.4,65.96,-3.66,97.22,34.04,3.66
1152012,NSW,Fowler,190,120.1,63.21,-5.02,69.92,36.79,5.02
1152013,NSW,Fowler,164.4,108.8,66.19,-3.83,55.58,33.81,3.83
1152014,NSW,Fowler,157.3,105.3,66.97,-2.84,51.94,33.03,2.84
1152015,NSW,Fowler,175,112.2,64.11,-4.42,62.79,35.89,4.42
1152016,NSW,Fowler,192.3,128.9,67,-3.31,63.47,33,3.31
1152017,NSW,Fowler,350.2,230.7,65.87,-3.83,119.5,34.13,3.83
1152018,NSW,Fowler,221.5,147.6,66.63,-3.68,73.94,33.37,3.68
1152019,NSW,Fowler,274.8,187.3,68.17,-2.64,87.47,31.83,2.64
1152020,NSW,Fowler,344.1,227.6,66.13,-3.6,116.6,33.87,3.6
1152021,NSW,Fowler,338.4,228.9,67.63,-3.51,109.6,32.37,3.51
1152022,NSW,Fowler,298.5,199.7,66.92,-3.59,98.75,33.08,3.59
1152023,NSW,Fowler,233.5,154.7,66.23,-3.66,78.86,33.77,3.66
1152024,NSW,Fowler,385.4,245.6,63.75,-4.97,139.7,36.25,4.97
1152025,NSW,Fowler,197.6,127.7,64.62,-4.39,69.89,35.38,4.39
1152026,NSW,Fowler,194.8,127.9,65.69,-3.18,66.81,34.31,3.18
1152301,NSW,Fowler,0.88,0.38,43.53,-5.2,0.5,56.47,5.2
1152310,NSW,Fowler,250.5,125.7,50.19,-4.65,124.8,49.81,4.65
1152317,NSW,Fowler,184.7,92.62,50.16,-3.84,92.04,49.84,3.84
1152318,NSW,Fowler,262.7,127.2,48.42,-3.74,135.5,51.58,3.74
1152319,NSW,Fowler,303.6,146.4,48.23,-4.9,157.2,51.77,4.9
1152320,NSW,Fowler,290.9,144.9,49.8,-4.79,146,50.2,4.79
1152321,NSW,Fowler,384.3,190.7,49.61,-4.81,193.7,50.39,4.81
1152323,NSW,Fowler,191.1,93.82,49.11,-4.17,97.24,50.89,4.17
1152324,NSW,Fowler,174.7,84.95,48.63,-3.45,89.73,51.37,3.45
1152325,NSW,Fowler,1.78,0.75,42.3,-3.2,1.02,57.7,3.2
1152326,NSW,Fowler,308.7,142.5,46.15,-3.3,166.3,53.85,3.3
1152329,NSW,Fowler,328.3,160.4,48.86,-3.45,167.9,51.14,3.45
1152330,NSW,Fowler,148.3,71.28,48.08,-3.29,76.99,51.92,3.29
1152331,NSW,Fowler,251.4,121.6,48.36,-3.33,129.8,51.64,3.33
1152332,NSW,Fowler,187.3,91.35,48.78,-4.61,95.92,51.22,4.61
1152334,NSW,Fowler,253.7,123.6,48.71,-4.07,130.1,51.29,4.07
1152335,NSW,Fowler,159.7,79.67,49.88,-3.73,80.05,50.12,3.73
1152336,NSW,Fowler,274.7,136.6,49.74,-4.31,138.1,50.26,4.31
1152337,NSW,Fowler,144.8,71.33,49.25,-4.49,73.49,50.75,4.49
1152338,NSW,Fowler,178.3,86.67,48.61,-4.94,91.63,51.39,4.94
1152339,NSW,Fowler,224.8,110.5,49.15,-3.37,114.3,50.85,3.37
1152340,NSW,Fowler,217.5,106.7,49.06,-3.28,110.8,50.94,3.28
1152341,NSW,Fowler,53.45,29.23,54.68,-3.65,24.22,45.32,3.65
1152342,NSW,Fowler,8.08,3.85,47.63,-3.2,4.23,52.37,3.2
1152343,NSW,Fowler,337.4,164.1,48.63,-3.39,173.4,51.37,3.39
1152344,NSW,Fowler,192.7,94.32,48.93,-3.51,98.43,51.07,3.51
1159801,NSW,Fowler,351.3,230.6,65.64,-3.7,120.7,34.36,3.7
1159803,NSW,Fowler,217.9,143.4,65.81,-4.54,74.5,34.19,4.54
1159804,NSW,Fowler,192.2,124.5,64.81,-3.94,67.62,35.19,3.94
1159805,NSW,Fowler,98.71,63.88,64.71,-3.81,34.83,35.29,3.81
1159806,NSW,Fowler,103.5,68.79,66.46,-3.46,34.72,33.54,3.46
1159807,NSW,Fowler,155.1,101.1,65.21,-3.86,53.94,34.79,3.86
1159808,NSW,Fowler,199.8,132.8,66.49,-5.08,66.94,33.51,5.08
1159809,NSW,Fowler,211.3,132.5,62.69,-3.99,78.82,37.31,3.99
1159811,NSW,Fowler,296.2,194.2,65.55,-4.76,102.1,34.45,4.76
1159812,NSW,Fowler,244.7,153.7,62.8,-3.97,91.04,37.2,3.97
1159813,NSW,Fowler,148,96.3,65.08,-3.88,51.68,34.92,3.88
1159814,NSW,Fowler,251.3,161.4,64.21,-3.61,89.94,35.79,3.61
1159815,NSW,Fowler,326,209.2,64.17,-3.39,116.8,35.83,3.39
1159816,NSW,Fowler,149.1,99.15,66.48,-5.27,49.99,33.52,5.27
1159817,NSW,Fowler,226.1,145.3,64.28,-4.48,80.74,35.72,4.48
1159818,NSW,Fowler,171.6,108.5,63.23,-3.9,63.09,36.77,3.9
1159819,NSW,Fowler,216.9,136.8,63.08,-3.94,80.06,36.92,3.94
1159820,NSW,Fowler,401.4,263.3,65.58,-4.78,138.2,34.42,4.78
1159821,NSW,Fowler,286.8,189.1,65.93,-3.79,97.72,34.07,3.79
1159822,NSW,Fowler,233.5,146,62.54,-4.3,87.46,37.46,4.3
1159823,NSW,Fowler,164.1,106.7,65,-3.83,57.44,35,3.83
1159824,NSW,Fowler,227.2,141.4,62.23,-4.47,85.8,37.77,4.47
1159825,NSW,Fowler,126.7,81.71,64.5,-4.79,44.98,35.5,4.79
1159826,NSW,Fowler,164.2,108.3,65.95,-3.49,55.91,34.05,3.49
1159827,NSW,Fowler,153.1,96.74,63.19,-4.04,56.35,36.81,4.04
1159828,NSW,Fowler,201.6,132.1,65.54,-3.72,69.48,34.46,3.72
1159829,NSW,Fowler,284.5,174.4,61.31,-4.34,110.1,38.69,4.34
1159830,NSW,Fowler,181.5,121.4,66.88,-5.15,60.1,33.12,5.15
1159831,NSW,Fowler,213,137.5,64.56,-3.84,75.5,35.44,3.84
1159832,NSW,Fowler,306.9,202.1,65.87,-3.63,104.7,34.13,3.63
1159833,NSW,Fowler,399.1,260,65.15,-3.82,139.1,34.85,3.82
1159834,NSW,Fowler,166.3,108.1,65,-3.85,58.2,35,3.85
1159835,NSW,Fowler,285.2,179.1,62.8,-4,106.1,37.2,4
1159836,NSW,Fowler,134.1,87.07,64.92,-3.82,47.04,35.08,3.82
1159837,NSW,Fowler,139.1,86.51,62.18,-4.22,52.62,37.82,4.22
1159838,NSW,Fowler,188.2,117.8,62.62,-4.17,70.33,37.38,4.17
1159839,NSW,Fowler,230.2,148.6,64.56,-3.52,81.57,35.44,3.52
1159840,NSW,Fowler,204.2,130.4,63.83,-3.81,73.87,36.17,3.81
1159841,NSW,Fowler,234.5,152.4,64.98,-3.99,82.15,35.02,3.99
1159842,NSW,Fowler,141,92.21,65.37,-4.07,48.84,34.63,4.07
1159843,NSW,Fowler,248.3,161.2,64.92,-3.47,87.1,35.08,3.47
1159844,NSW,Fowler,102.5,66.33,64.72,-3.55,36.16,35.28,3.55
1159845,NSW,Fowler,108.9,73.09,67.14,-5.16,35.77,32.86,5.16
1159846,NSW,Fowler,290.4,185.5,63.88,-3.74,104.9,36.12,3.74
1159847,NSW,Fowler,303.3,191.6,63.18,-3.96,111.7,36.82,3.96
1159848,NSW,Fowler,176.2,114.2,64.82,-3.4,62,35.18,3.4
1159849,NSW,Fowler,207.2,129.4,62.46,-4.11,77.79,37.54,4.11
1159850,NSW,Fowler,182.9,115.4,63.09,-3.87,67.5,36.91,3.87
1159851,NSW,Fowler,271.5,175.2,64.55,-3.44,96.23,35.45,3.44
1159852,NSW,Fowler,105.3,67.41,64.04,-3.7,37.85,35.96,3.7
1159853,NSW,Fowler,322.7,209,64.76,-3.8,113.7,35.24,3.8
1159854,NSW,Fowler,124.5,80.13,64.36,-3.94,44.37,35.64,3.94
1159855,NSW,Fowler,76.59,50.28,65.65,-4.81,26.31,34.35,4.81
1160101,NSW,Fowler,256,179.7,70.19,-1.48,76.3,29.81,1.48
1160102,NSW,Fowler,276,184.1,66.71,-3.04,91.88,33.29,3.04
1160103,NSW,Fowler,206.3,138.8,67.3,-2.71,67.46,32.7,2.71
1160104,NSW,Fowler,2.65,1.68,63.36,-3.92,0.97,36.64,3.92
1160105,NSW,Fowler,535.7,353.6,66,-3.42,182.1,34,3.42
1160106,NSW,Fowler,105.9,67.2,63.43,-2.52,38.74,36.57,2.52
1160107,NSW,Fowler,242.3,166.7,68.8,-1.79,75.61,31.2,1.79
1160108,NSW,Fowler,308.5,215.4,69.84,-1.72,93.04,30.16,1.72
1160109,NSW,Fowler,227.9,157.8,69.26,-1.52,70.06,30.74,1.52
1160110,NSW,Fowler,210.2,144.6,68.8,-2.2,65.6,31.2,2.2
1160111,NSW,Fowler,1.72,1.28,74.21,-0.61,0.44,25.79,0.61
6100307,TAS,Franklin,435.5,281,64.52,1.11,154.5,35.48,-1.11
6100402,TAS,Franklin,192,119.7,62.36,2.58,72.26,37.64,-2.58
6100403,TAS,Franklin,5.76,3.92,68,1.69,1.84,32,-1.69
6100404,TAS,Franklin,355.8,221.1,62.13,2.62,134.7,37.87,-2.62
6100405,TAS,Franklin,240.6,149.6,62.19,2.57,90.96,37.81,-2.57
6100406,TAS,Franklin,309.3,192.3,62.19,2.63,117,37.81,-2.63
6100407,TAS,Franklin,263.7,160.1,60.72,2.92,103.6,39.28,-2.92
6100408,TAS,Franklin,257.9,156.9,60.85,2.98,101,39.15,-2.98
6100409,TAS,Franklin,266.5,162.7,61.07,3.04,103.7,38.93,-3.04
6100410,TAS,Franklin,340.1,209.5,61.58,2.49,130.7,38.42,-2.49
6100411,TAS,Franklin,165.7,104.1,62.84,2.22,61.56,37.16,-2.22
6100412,TAS,Franklin,423.2,267.7,63.26,1.96,155.5,36.74,-1.96
6100413,TAS,Franklin,271.7,173.6,63.89,1.93,98.11,36.11,-1.93
6100414,TAS,Franklin,215.7,133.9,62.05,2.4,81.87,37.95,-2.4
6100415,TAS,Franklin,207.9,132.3,63.64,2.12,75.57,36.36,-2.12
6100416,TAS,Franklin,210.7,134.1,63.67,2.11,76.55,36.33,-2.11
6100417,TAS,Franklin,347.8,218.2,62.72,2.58,129.6,37.28,-2.58
6100418,TAS,Franklin,194.5,121,62.22,2.3,73.48,37.78,-2.3
6100419,TAS,Franklin,216.8,132.9,61.3,2.84,83.88,38.7,-2.84
6100501,TAS,Franklin,305.4,180.9,59.22,1.41,124.5,40.78,-1.41
6100502,TAS,Franklin,459.3,267.1,58.15,1.49,192.2,41.85,-1.49
6100503,TAS,Franklin,278.7,159.9,57.39,0.63,118.8,42.61,-0.63
6100504,TAS,Franklin,207.3,118.1,56.95,0.65,89.25,43.05,-0.65
6100505,TAS,Franklin,358.9,221.5,61.71,1.96,137.4,38.29,-1.96
6100506,TAS,Franklin,218.7,125,57.16,0.59,93.67,42.84,-0.59
6100507,TAS,Franklin,13.67,7.95,58.18,0.92,5.72,41.82,-0.92
6100508,TAS,Franklin,279.5,167.5,59.93,1.43,112,40.07,-1.43
6100510,TAS,Franklin,310.2,187.3,60.38,1.42,122.9,39.62,-1.42
6100511,TAS,Franklin,407.4,244.3,59.98,1.31,163,40.02,-1.31
6100512,TAS,Franklin,242.4,145.8,60.14,1.38,96.63,39.86,-1.38
6100513,TAS,Franklin,279.3,167.5,59.95,1.43,111.9,40.05,-1.43
6100514,TAS,Franklin,227,136.7,60.2,1.51,90.36,39.8,-1.51
6100515,TAS,Franklin,156.2,93.42,59.82,1.52,62.74,40.18,-1.52
6100516,TAS,Franklin,259.6,155.2,59.77,4.02,104.4,40.23,-4.02
6100517,TAS,Franklin,327.8,196,59.79,3.8,131.8,40.21,-3.8
6100518,TAS,Franklin,265.6,160,60.21,1.21,105.7,39.79,-1.21
6100519,TAS,Franklin,237.2,142.2,59.93,3.55,95.05,40.07,-3.55
6100520,TAS,Franklin,393,233.5,59.41,2.01,159.5,40.59,-2.01
6100521,TAS,Franklin,343.6,195.3,56.82,0.37,148.4,43.18,-0.37
6100522,TAS,Franklin,4.87,2.87,59.04,1.22,1.99,40.96,-1.22
6100523,TAS,Franklin,27.22,16.42,60.32,4.24,10.8,39.68,-4.24
6100524,TAS,Franklin,180.2,105.8,58.7,0.63,74.42,41.3,-0.63
6100601,TAS,Franklin,467.6,303.4,64.89,0.48,164.2,35.11,-0.48
6100602,TAS,Franklin,337.7,215,63.67,1.77,122.7,36.33,-1.77
6100603,TAS,Franklin,244,154.3,63.22,1.27,89.75,36.78,-1.27
6100604,TAS,Franklin,318.2,203.5,63.97,1.86,114.6,36.03,-1.86
6100605,TAS,Franklin,398.3,254.5,63.9,1.7,143.8,36.1,-1.7
6100606,TAS,Franklin,291.8,185,63.41,1.35,106.7,36.59,-1.35
6100607,TAS,Franklin,326,206.2,63.24,1.63,119.8,36.76,-1.63
6100608,TAS,Franklin,184.1,117.5,63.85,1.15,66.54,36.15,-1.15
6100701,TAS,Franklin,172.8,110.1,63.72,2.26,62.68,36.28,-2.26
6100702,TAS,Franklin,387.1,239.2,61.8,2.67,147.9,38.2,-2.67
6100703,TAS,Franklin,266.1,164.8,61.94,2.4,101.3,38.06,-2.4
6100704,TAS,Franklin,306.7,192.8,62.85,2.29,114,37.15,-2.29
6100705,TAS,Franklin,330,207.2,62.79,2.1,122.8,37.21,-2.1
6100706,TAS,Franklin,598.3,347.6,58.1,2.88,250.7,41.9,-2.88
6100707,TAS,Franklin,324.8,189,58.19,2.99,135.8,41.81,-2.99
6100708,TAS,Franklin,288.9,168.1,58.16,3.01,120.9,41.84,-3.01
6100709,TAS,Franklin,588.9,355.4,60.34,2.48,233.6,39.66,-2.48
6100710,TAS,Franklin,386.8,233.2,60.29,2.88,153.6,39.71,-2.88
6100711,TAS,Franklin,235.9,143.4,60.81,2.57,92.45,39.19,-2.57
